42,-0.198946288,0.567230509,-0.139364505,2.484370139
43,-0.200980438,0.567242675,-0.139416400,2.321512245
44,-0.202946786,0.567249413,-0.139461835,2.169349846
45,-0.204847597,0.567251726,-0.139501746,2.027174800
46,-0.206685060,0.567250447,-0.139536932,1.894327513
47,-0.208461289,0.567246266,-0.139568071,1.770193138
48,-0.210178327,0.567239761,-0.139595739,1.654198191
49,-0.211838150,0.567231409,-0.139620427,1.545807530
50,-0.213442667,0.567221605,-0.139642551,1.444521616
51,-0.214993720,0.567210678,-0.139662465,1.349874025
52,-0.216493094,0.567198900,-0.139680471,1.261429163
53,-0.217942511,0.567186496,-0.139696824,1.178780170
54,-0.219343637,0.567173651,-0.139711744,1.101546980
55,-0.220698081,0.567160517,-0.139725415,1.029374522
56,-0.222007399,0.567147219,-0.139737996,0.961931062
57,-0.223273095,0.567133859,-0.139749622,0.898906646
58,-0.224496624,0.567120521,-0.139760408,0.840011664
59,-0.225679390,0.567107271,-0.139770452,0.784975503
60,-0.226822751,0.567094164,-0.139779840,0.733545299
61,-0.227928021,0.567081243,-0.139788642,0.685484768
62,-0.228996469,0.567068542,-0.139796921,0.640573115
63,-0.230029322,0.567056087,-0.139804731,0.598604016
64,-0.231027765,0.567043899,-0.139812116,0.559384670
65,-0.231992946,0.567031991,-0.139819118,0.522734912
66,-0.232925972,0.567020375,-0.139825770,0.488486383
67,-0.233827914,0.567009058,-0.139832102,0.456481756
68,-0.234699810,0.566998044,-0.139838140,0.426574011
69,-0.235542658,0.566987334,-0.139843908,0.398625763
70,-0.236357428,0.566976929,-0.139849424,0.372508630
71,-0.237145054,0.566966826,-0.139854707,0.348102638
72,-0.237906441,0.566957023,-0.139859772,0.325295678
73,-0.238642464,0.566947515,-0.139864633,0.303982984
74,-0.239353966,0.566938298,-0.139869302,0.284066653
75,-0.240041765,0.566929366,-0.139873791,0.265455199
76,-0.240706651,0.566920712,-0.139878108,0.248063129
77,-0.241349387,0.566912332,-0.139882265,0.231810552
78,-0.241970711,0.566904217,-0.139886267,0.216622809
79,-0.242571336,0.566896362,-0.139890124,0.202430136
80,-0.243151952,0.566888759,-0.139893842,0.189167337
81,-0.243713225,0.566881402,-0.139897426,0.176773489
82,-0.244255801,0.566874283,-0.139900884,0.165191660
83,-0.244780300,0.566867396,-0.139904220,0.154368648
84,-0.245287327,0.566860733,-0.139907440,0.144254738
85,-0.245777463,0.566854289,-0.139910548,0.134803469
86,-0.246251270,0.566848056,-0.139913548,0.125971428
87,-0.246709293,0.566842028,-0.139916446,0.117718044
88,-0.247152057,0.566836198,-0.139919244,0.110005404
89,-0.247580071,0.566830560,-0.139921946,0.102798080
90,-0.247993827,0.566825109,-0.139924557,0.096062965
91,-0.248393798,0.566819838,-0.139927079,0.089769121
92,-0.248780445,0.566814741,-0.139929515,0.083887636
93,-0.249154212,0.566809814,-0.139931870,0.078391494
94,-0.249515526,0.566805049,-0.139934145,0.073255447
95,-0.249864804,0.566800443,-0.139936343,0.068455904
96,-0.250202446,0.566795989,-0.139938467,0.063970816
97,-0.250528840,0.566791683,-0.139940520,0.059779582
98,-0.250844361,0.566787520,-0.139942504,0.055862949
99,-0.251149370,0.566783496,-0.139944422,0.052202926
100,-0.251444218,0.566779605,-0.139946275,0.048782699
101,-0.251729244,0.566775844,-0.139948067,0.045586559
102,-0.252004774,0.566772208,-0.139949798,0.042599823
103,-0.252271126,0.566768693,-0.139951472,0.039808772
104,-0.252528604,0.566765294,-0.139953089,0.037200585
105,-0.252777504,0.566762009,-0.139954653,0.034763280
106,-0.253018113,0.566758833,-0.139956164,0.032485663
107,-0.253250706,0.566755763,-0.139957625,0.030357270
108,-0.253475551,0.566752795,-0.139959037,0.028368325
109,-0.253692905,0.566749926,-0.139960402,0.026509692
110,-0.253903018,0.566747153,-0.139961722,0.024772833
111,-0.254106132,0.566744471,-0.139962997,0.023149769
112,-0.254302479,0.566741880,-0.139964230,0.021633044
113,-0.254492285,0.566739374,-0.139965422,0.020215692
114,-0.254675768,0.566736952,-0.139966574,0.018891203
115,-0.254853138,0.566734610,-0.139967688,0.017653491
116,-0.255024599,0.566732347,-0.139968765,0.016496871
117,-0.255190349,0.566730159,-0.139969805,0.015416030
118,-0.255350576,0.566728043,-0.139970811,0.014406004
119,-0.255505466,0.566725998,-0.139971784,0.013462153
120,-0.255655196,0.566724022,-0.139972724,0.012580141
121,-0.255799938,0.566722111,-0.139973633,0.011755917
122,-0.255939858,0.566720264,-0.139974511,0.010985694
123,-0.256075116,0.566718478,-0.139975360,0.010265934
124,-0.256205869,0.566716752,-0.139976181,0.009593331
125,-0.256332265,0.566715083,-0.139976975,0.008964796
126,-0.256454451,0.566713470,-0.139977742,0.008377442
127,-0.256572567,0.566711911,-0.139978483,0.007828569
128,-0.256686747,0.566710403,-0.139979200,0.007315658
129,-0.256797124,0.566708946,-0.139979893,0.006836351
130,-0.256903824,0.566707537,-0.139980563,0.006388448
131,-0.257006969,0.566706176,-0.139981211,0.005969890
132,-0.257106678,0.566704859,-0.139981837,0.005578755
133,-0.257203065,0.566703587,-0.139982442,0.005213247
134,-0.257296242,0.566702357,-0.139983027,0.004871686
135,-0.257386314,0.566701168,-0.139983592,0.004552503
136,-0.257473385,0.566700018,-0.139984139,0.004254233
137,-0.257557556,0.566698907,-0.139984667,0.003975504
138,-0.257638923,0.566697833,-0.139985178,0.003715038
139,-0.257717579,0.566696794,-0.139985672,0.003471636
140,-0.257793615,0.566695790,-0.139986149,0.003244182
141,-0.257867118,0.566694820,-0.139986611,0.003031630
142,-0.257938172,0.566693882,-0.139987057,0.002833004
143,-0.258006859,0.566692975,-0.139987488,0.002647391
144,-0.258073258,0.566692098,-0.139987905,0.002473940
145,-0.258137444,0.566691251,-0.139988308,0.002311852
146,-0.258199493,0.566690432,-0.139988697,0.002160385
147,-0.258259474,0.566689640,-0.139989074,0.002018841
148,-0.258317457,0.566688875,-0.139989438,0.001886571
149,-0.258373509,0.566688135,-0.139989790,0.001762966
150,-0.258427693,0.566687419,-0.139990130,0.001647461
151,-0.258480072,0.566686728,-0.139990459,0.001539522
152,-0.258530707,0.566686059,-0.139990777,0.001438656
153,-0.258579654,0.566685413,-0.139991084,0.001344398
0.000672172
